广东频道,#genre#
广东经济科教,http://192.168.2.1:8888/rtp/239.10.0.46:1025$超清
广东经济科教,http://192.168.2.1:8888/rtp/239.20.0.98:3008$超清
广东经济科教,http://192.168.2.1:8888/rtp/239.10.0.201:1025$标清
广东经济科教,http://192.168.2.1:8888/rtp/239.20.0.191:2180$标清
广东综艺,http://192.168.2.1:8888/rtp/239.10.0.64:1025$4k
广东综艺,http://192.168.2.1:8888/rtp/239.10.0.74:1025$4k
广东综艺,http://192.168.2.1:8888/rtp/239.10.0.75:1025$4k
广东综艺,http://192.168.2.1:8888/rtp/239.20.0.60:3160$4k
广东综艺,http://192.168.2.1:8888/rtp/239.20.0.61:3156$4k
广东综艺,http://192.168.2.1:8888/rtp/239.20.0.62:3152$4k
汕头新闻综合频道,http://192.168.2.1:8888/rtp/239.21.0.101:3744
汕头经济生活频道,http://192.168.2.1:8888/rtp/239.21.0.102:3748
汕头体育文化频道,http://192.168.2.1:8888/rtp/239.21.0.103:3752
揭阳公共,http://192.168.2.1:8888/rtp/239.21.0.92:3708$
揭阳公共,http://192.168.2.1:8888/rtp/239.21.0.83:3672$标清
揭阳综合,http://192.168.2.1:8888/rtp/239.21.0.91:3704$
揭阳综合,http://192.168.2.1:8888/rtp/239.21.0.82:3668$标清
中山综合,http://192.168.2.1:8888/rtp/239.11.0.122:1025
中山综合,http://192.168.2.1:8888/rtp/239.11.0.119:1025
中山公共,http://192.168.2.1:8888/rtp/239.11.0.123:1025
中山公共,http://192.168.2.1:8888/rtp/239.11.0.120:1025
中山教育,http://192.168.2.1:8888/rtp/239.11.0.124:1025
中山教育,http://192.168.2.1:8888/rtp/239.11.0.121:1025
云浮公共,http://192.168.2.1:8888/rtp/239.11.0.77:1025$标清
云浮综合,http://192.168.2.1:8888/rtp/239.11.0.76:1025$标清
惠州-1,http://192.168.2.1:8888/rtp/239.21.0.27:3448$
惠州-2,http://192.168.2.1:8888/rtp/239.21.0.28:3452$
汕尾-1,http://192.168.2.1:8888/rtp/239.21.0.89:3696$
汕尾-1,http://192.168.2.1:8888/rtp/239.20.0.23:3312$标清
汕尾-2,http://192.168.2.1:8888/rtp/239.21.0.90:3700$
汕尾-2,http://192.168.2.1:8888/rtp/239.20.0.22:3316$标清
江门公共,http://192.168.2.1:8888/rtp/239.10.0.139:1025$
江门公共,http://192.168.2.1:8888/rtp/239.11.0.70:1025$标清
江门教育,http://192.168.2.1:8888/rtp/239.10.0.152:1025$
江门教育,http://192.168.2.1:8888/rtp/239.11.0.71:1025$标清
江门综合,http://192.168.2.1:8888/rtp/239.10.0.219:1025$
江门综合,http://192.168.2.1:8888/rtp/239.11.0.69:1025$标清
河源公共,http://192.168.2.1:8888/rtp/239.21.0.49:3536$
河源综合,http://192.168.2.1:8888/rtp/239.21.0.48:3532$
河源综合,http://192.168.2.1:8888/rtp/239.21.0.50:3540$标清
清远公共,http://192.168.2.1:8888/rtp/239.11.0.75:1025$
清远新闻综合,http://192.168.2.1:8888/rtp/239.11.0.74:1025$
湛江公共,http://192.168.2.1:8888/rtp/239.10.0.254:1025$
湛江综合,http://192.168.2.1:8888/rtp/239.10.0.253:1025$
珠海-1,http://192.168.2.1:8888/rtp/239.10.0.242:1025$
珠海-2,http://192.168.2.1:8888/rtp/239.10.0.65:1025$
肇庆公共,http://192.168.2.1:8888/rtp/239.11.0.54:1025$
肇庆综合,http://192.168.2.1:8888/rtp/239.11.0.53:1025$
茂名公共,http://192.168.2.1:8888/rtp/239.11.0.99:1025$
茂名公共,http://192.168.2.1:8888/rtp/239.10.0.236:1025$标清
茂名综合,http://192.168.2.1:8888/rtp/239.10.0.238:1025$
茂名综合,http://192.168.2.1:8888/rtp/239.10.0.239:1025$标清
韶关公共,http://192.168.2.1:8888/rtp/239.11.0.85:1025$
韶关综合,http://192.168.2.1:8888/rtp/239.11.0.84:1025$
央视频道,#genre#
CCTV-1,http://192.168.2.1:8888/rtp/239.10.0.114:1025$
CCTV-1,http://192.168.2.1:8888/rtp/239.20.0.104:2006$
CCTV-1,http://192.168.2.1:8888/rtp/239.10.0.48:1025$超清
CCTV-1,http://192.168.2.1:8888/rtp/239.20.0.96:3016$超清
CCTV-1,http://192.168.2.1:8888/rtp/239.10.0.202:1025$标清
CCTV-1,http://192.168.2.1:8888/rtp/239.20.0.192:2182$标清
CCTV-1,http://39.135.33.12/PLTV/77777777/224/3221226808/index.m3u8
CCTV-2,http://192.168.2.1:8888/rtp/239.10.0.207:1025$
CCTV-2,http://192.168.2.1:8888/rtp/239.20.0.197:2192$
CCTV-2,http://192.168.2.1:8888/rtp/239.10.0.186:1025$标清
CCTV-2,http://192.168.2.1:8888/rtp/239.20.0.176:2150$标清
CCTV-3,http://192.168.2.1:8888/rtp/239.10.0.101:1025$
CCTV-3,http://192.168.2.1:8888/rtp/239.20.0.28:3292$
CCTV-3,http://192.168.2.1:8888/rtp/239.10.0.107:1025$标清
CCTV-3,http://192.168.2.1:8888/rtp/239.20.0.27:3296$标清
CCTV-4,http://192.168.2.1:8888/rtp/239.10.0.245:1025$
CCTV-4,http://192.168.2.1:8888/rtp/239.20.0.16:3340$
CCTV-4,http://192.168.2.1:8888/rtp/239.10.0.187:1025$标清
CCTV-4,http://192.168.2.1:8888/rtp/239.20.0.177:2152$标清
CCTV-4欧洲,http://192.168.2.1:8888/rtp/239.11.0.101:1025$标清
CCTV-4美洲,http://192.168.2.1:8888/rtp/239.11.0.102:1025$标清
CCTV-5,http://192.168.2.1:8888/rtp/239.10.0.102:1025$
CCTV-5,http://192.168.2.1:8888/rtp/239.20.0.30:3284$
CCTV-5,http://192.168.2.1:8888/rtp/239.10.0.108:1025$标清
CCTV-5,http://192.168.2.1:8888/rtp/239.20.0.26:3300$标清
CCTV-5+,http://192.168.2.1:8888/rtp/239.10.0.213:1025$
CCTV-5+,http://192.168.2.1:8888/rtp/239.20.0.203:2204$
CCTV-6,http://192.168.2.1:8888/rtp/239.10.0.103:1025$
CCTV-6,http://192.168.2.1:8888/rtp/239.20.0.29:3288$
CCTV-6,http://192.168.2.1:8888/rtp/239.10.0.109:1025$标清
CCTV-6,http://192.168.2.1:8888/rtp/239.20.0.25:3304$标清
CCTV-7,http://192.168.2.1:8888/rtp/239.10.0.208:1025$
CCTV-7,http://192.168.2.1:8888/rtp/239.20.0.198:2194$
CCTV-7,http://192.168.2.1:8888/rtp/239.10.0.188:1025$标清
CCTV-7,http://192.168.2.1:8888/rtp/239.20.0.178:2154$标清
CCTV-8,http://192.168.2.1:8888/rtp/239.10.0.104:1025$
CCTV-8,http://192.168.2.1:8888/rtp/239.20.0.31:3280$
CCTV-8,http://192.168.2.1:8888/rtp/239.10.0.110:1025$标清
CCTV-8,http://192.168.2.1:8888/rtp/239.20.0.24:3308$标清
CCTV-9,http://192.168.2.1:8888/rtp/239.10.0.209:1025$
CCTV-9,http://192.168.2.1:8888/rtp/239.20.0.199:2196$
CCTV-9,http://192.168.2.1:8888/rtp/239.10.0.189:1025$标清
CCTV-9,http://192.168.2.1:8888/rtp/239.20.0.179:2156$标清
CCTV-10,http://192.168.2.1:8888/rtp/239.10.0.210:1025$
CCTV-10,http://192.168.2.1:8888/rtp/239.20.0.200:2198$
CCTV-10,http://192.168.2.1:8888/rtp/239.10.0.190:1025$标清
CCTV-10,http://192.168.2.1:8888/rtp/239.20.0.180:2158$标清
CCTV-11,http://192.168.2.1:8888/rtp/239.11.0.24:1025$
CCTV-11,http://192.168.2.1:8888/rtp/239.21.0.35:3480$
CCTV-11,http://192.168.2.1:8888/rtp/239.10.0.191:1025$标清
CCTV-11,http://192.168.2.1:8888/rtp/239.20.0.181:2160$标清
CCTV-12,http://192.168.2.1:8888/rtp/239.10.0.211:1025$
CCTV-12,http://192.168.2.1:8888/rtp/239.20.0.201:2200$
CCTV-12,http://192.168.2.1:8888/rtp/239.10.0.192:1025$标清
CCTV-12,http://192.168.2.1:8888/rtp/239.20.0.182:2162$标清
CCTV-13,http://192.168.2.1:8888/rtp/239.10.0.198:1025$
CCTV-13,http://192.168.2.1:8888/rtp/239.21.0.88:3692$
CCTV-13,http://192.168.2.1:8888/rtp/239.10.0.193:1025$标清
CCTV-13,http://192.168.2.1:8888/rtp/239.20.0.183:2164$标清
CCTV-14,http://192.168.2.1:8888/rtp/239.10.0.212:1025$
CCTV-14,http://192.168.2.1:8888/rtp/239.20.0.202:2202$
CCTV-14,http://192.168.2.1:8888/rtp/239.10.0.194:1025$标清
CCTV-14,http://192.168.2.1:8888/rtp/239.20.0.184:2166$标清
CCTV-15,http://192.168.2.1:8888/rtp/239.11.0.25:1025$
CCTV-15,http://192.168.2.1:8888/rtp/239.21.0.36:3484$
CCTV-15,http://192.168.2.1:8888/rtp/239.10.0.195:1025$标清
CCTV-15,http://192.168.2.1:8888/rtp/239.20.0.185:2168$标清
CCTV-17,http://192.168.2.1:8888/rtp/239.10.0.244:1025$
CCTV-17,http://192.168.2.1:8888/rtp/239.20.0.7:3376$
CCTV-17,http://192.168.2.1:8888/rtp/239.10.0.243:1025$标清
CCTV-17,http://192.168.2.1:8888/rtp/239.20.0.8:3372$标清
CGTN,http://192.168.2.1:8888/rtp/239.11.0.103:1025$
CGTN纪录,http://192.168.2.1:8888/rtp/239.11.0.104:1025$
世界地理,http://192.168.2.1:8888/rtp/239.11.0.63:1025$
世界地理,http://192.168.2.1:8888/rtp/239.21.0.74:3636$
兵器科技,http://192.168.2.1:8888/rtp/239.11.0.57:1025$
兵器科技,http://192.168.2.1:8888/rtp/239.21.0.80:3660$
央视台球,http://192.168.2.1:8888/rtp/239.11.0.60:1025$
央视台球,http://192.168.2.1:8888/rtp/239.21.0.71:3624$
央视文化精品,http://192.168.2.1:8888/rtp/239.11.0.66:1025$
央视文化精品,http://192.168.2.1:8888/rtp/239.21.0.77:3648$
女性时尚,http://192.168.2.1:8888/rtp/239.11.0.62:1025$
女性时尚,http://192.168.2.1:8888/rtp/239.21.0.73:3632$
怀旧剧场,http://192.168.2.1:8888/rtp/239.11.0.64:1025$
怀旧剧场,http://192.168.2.1:8888/rtp/239.21.0.75:3640$
电视指南,http://192.168.2.1:8888/rtp/239.11.0.58:1025$
电视指南,http://192.168.2.1:8888/rtp/239.21.0.81:3664$
第一剧场,http://192.168.2.1:8888/rtp/239.11.0.67:1025$
第一剧场,http://192.168.2.1:8888/rtp/239.21.0.78:3652$
风云剧场,http://192.168.2.1:8888/rtp/239.11.0.65:1025$
风云剧场,http://192.168.2.1:8888/rtp/239.21.0.76:3644$
风云足球,http://192.168.2.1:8888/rtp/239.11.0.59:1025$
风云足球,http://192.168.2.1:8888/rtp/239.21.0.70:3620$
风云音乐,http://192.168.2.1:8888/rtp/239.11.0.68:1025$
风云音乐,http://192.168.2.1:8888/rtp/239.21.0.79:3656$
高尔夫·网球,http://192.168.2.1:8888/rtp/239.11.0.61:1025$
高尔夫·网球,http://192.168.2.1:8888/rtp/239.21.0.72:3628$
CETV-1,http://192.168.2.1:8888/rtp/239.10.0.223:1025$
CETV-1,http://192.168.2.1:8888/rtp/239.20.0.213:2224$
CETV-2,http://192.168.2.1:8888/rtp/239.11.0.35:1025$标清
CETV-2,http://192.168.2.1:8888/rtp/239.21.0.46:3524$标清
CETV-4,http://192.168.2.1:8888/rtp/239.11.0.36:1025$标清
CETV-4,http://192.168.2.1:8888/rtp/239.21.0.47:3528$标清
早期教育,http://192.168.2.1:8888/rtp/239.10.0.26:1025$标清
早期教育,http://192.168.2.1:8888/rtp/239.20.0.189:2176$标清
CGTN,http://192.168.2.1:8888/rtp/239.10.0.196:1025$标清
CGTN,http://192.168.2.1:8888/rtp/239.20.0.186:2170$标清
中央新影-中学生,http://192.168.2.1:8888/rtp/239.10.0.35:1025$标清
中央新影-中学生,http://192.168.2.1:8888/rtp/239.20.0.244:2286$标清
中央新影-老故事,http://192.168.2.1:8888/rtp/239.10.0.33:1025$标清
中央新影-老故事,http://192.168.2.1:8888/rtp/239.20.0.227:2252$标清
卫视频道,#genre#
广东卫视,http://192.168.2.1:8888/rtp/239.10.0.111:1025$高清
广东卫视,http://192.168.2.1:8888/rtp/239.20.0.101:2000$高清
广东卫视,http://192.168.2.1:8888/rtp/239.10.0.45:1025$超清
广东卫视,http://192.168.2.1:8888/rtp/239.20.0.99:3004$超清
广东卫视,http://192.168.2.1:8888/rtp/239.10.0.141:1025$标清
广东卫视,http://192.168.2.1:8888/rtp/239.20.0.131:2060$标清
广西卫视,http://192.168.2.1:8888/rtp/239.10.0.246:1025$高清
广西卫视,http://192.168.2.1:8888/rtp/239.20.0.15:3344$高清
广东南方卫视,http://192.168.2.1:8888/rtp/239.11.0.78:1025$高清
广东南方卫视,http://192.168.2.1:8888/rtp/239.21.0.84:3676$高清
广东南方卫视,http://192.168.2.1:8888/rtp/239.10.0.135:1025$标清
广东南方卫视,http://192.168.2.1:8888/rtp/239.20.0.125:2048$标清
三沙卫视,http://192.168.2.1:8888/rtp/239.10.0.83:1025$标清
三沙卫视,http://192.168.2.1:8888/rtp/239.20.0.52:3192$标清
东南卫视,http://192.168.2.1:8888/rtp/239.10.0.77:1025$高清
东南卫视,http://192.168.2.1:8888/rtp/239.20.0.58:3168$高清
东方卫视,http://192.168.2.1:8888/rtp/239.10.0.183:1025$高清
东方卫视,http://192.168.2.1:8888/rtp/239.20.0.173:2144$高清
东方卫视,http://192.168.2.1:8888/rtp/239.10.0.118:1025$标清
东方卫视,http://192.168.2.1:8888/rtp/239.20.0.108:2014$标清
云南卫视,http://192.168.2.1:8888/rtp/239.10.0.155:1025$标清
云南卫视,http://192.168.2.1:8888/rtp/239.20.0.145:2088$标清
兵团卫视,http://192.168.2.1:8888/rtp/239.10.0.170:1025$标清
兵团卫视,http://192.168.2.1:8888/rtp/239.20.0.160:2118$标清
内蒙古卫视,http://192.168.2.1:8888/rtp/239.10.0.163:1025$标清
内蒙古卫视,http://192.168.2.1:8888/rtp/239.20.0.153:2104$标清
北京卫视,http://192.168.2.1:8888/rtp/239.10.0.131:1025$高清
北京卫视,http://192.168.2.1:8888/rtp/239.20.0.121:2040$高清
北京卫视,http://192.168.2.1:8888/rtp/239.10.0.147:1025$标清
北京卫视,http://192.168.2.1:8888/rtp/239.20.0.137:2072$标清
厦门卫视,http://192.168.2.1:8888/rtp/239.10.0.178:1025$标清
厦门卫视,http://192.168.2.1:8888/rtp/239.20.0.168:2134$标清
吉林卫视,http://192.168.2.1:8888/rtp/239.10.0.81:1025$高清
吉林卫视,http://192.168.2.1:8888/rtp/239.20.0.54:3184$高清
四川卫视,http://192.168.2.1:8888/rtp/239.10.0.204:1025$高清
四川卫视,http://192.168.2.1:8888/rtp/239.20.0.194:2186$高清
四川卫视,http://192.168.2.1:8888/rtp/239.10.0.60:1025$超清
四川卫视,http://192.168.2.1:8888/rtp/239.20.0.82:3072$超清
天津卫视,http://192.168.2.1:8888/rtp/239.10.0.181:1025$高清
天津卫视,http://192.168.2.1:8888/rtp/239.20.0.171:2140$高清
天津卫视,http://192.168.2.1:8888/rtp/239.10.0.55:1025$超清
天津卫视,http://192.168.2.1:8888/rtp/239.20.0.89:3044$超清
宁夏卫视,http://192.168.2.1:8888/rtp/239.10.0.166:1025$标清
宁夏卫视,http://192.168.2.1:8888/rtp/239.20.0.156:2110$标清
安徽卫视,http://192.168.2.1:8888/rtp/239.10.0.203:1025$高清
安徽卫视,http://192.168.2.1:8888/rtp/239.20.0.193:2184$高清
安徽卫视,http://192.168.2.1:8888/rtp/239.10.0.146:1025$标清
安徽卫视,http://192.168.2.1:8888/rtp/239.20.0.136:2070$标清
山东卫视,http://192.168.2.1:8888/rtp/239.10.0.182:1025$高清
山东卫视,http://192.168.2.1:8888/rtp/239.20.0.172:2142$高清
山东卫视,http://192.168.2.1:8888/rtp/239.10.0.56:1025$超清
山东卫视,http://192.168.2.1:8888/rtp/239.20.0.88:3048$超清
山东教育卫视,http://192.168.2.1:8888/rtp/239.10.0.176:1025$标清
山东教育卫视,http://192.168.2.1:8888/rtp/239.20.0.166:2130$标清
山西卫视,http://192.168.2.1:8888/rtp/239.10.0.162:1025$标清
山西卫视,http://192.168.2.1:8888/rtp/239.20.0.152:2102$标清
延边卫视,http://192.168.2.1:8888/rtp/239.10.0.140:1025$标清
延边卫视,http://192.168.2.1:8888/rtp/239.20.0.51:3216$标清
新疆卫视,http://192.168.2.1:8888/rtp/239.10.0.168:1025$标清
新疆卫视,http://192.168.2.1:8888/rtp/239.20.0.158:2114$标清
江苏卫视,http://192.168.2.1:8888/rtp/239.10.0.180:1025$高清
江苏卫视,http://192.168.2.1:8888/rtp/239.20.0.170:2138$高清
江苏卫视,http://192.168.2.1:8888/rtp/239.10.0.51:1025$超清
江苏卫视,http://192.168.2.1:8888/rtp/239.20.0.93:3028$超清
江苏卫视,http://192.168.2.1:8888/rtp/239.10.0.117:1025$标清
江苏卫视,http://192.168.2.1:8888/rtp/239.20.0.107:2012$标清
江西卫视,http://192.168.2.1:8888/rtp/239.10.0.80:1025$高清
江西卫视,http://192.168.2.1:8888/rtp/239.20.0.55:3180$高清
江西卫视,http://192.168.2.1:8888/rtp/239.10.0.148:1025$标清
江西卫视,http://192.168.2.1:8888/rtp/239.20.0.138:2074$标清
河北卫视,http://192.168.2.1:8888/rtp/239.10.0.79:1025$高清
河北卫视,http://192.168.2.1:8888/rtp/239.20.0.56:3176$高清
河南卫视,http://192.168.2.1:8888/rtp/239.10.0.154:1025$标清
河南卫视,http://192.168.2.1:8888/rtp/239.20.0.144:2086$标清
浙江卫视,http://192.168.2.1:8888/rtp/239.10.0.179:1025$高清
浙江卫视,http://192.168.2.1:8888/rtp/239.20.0.169:2136$高清
浙江卫视,http://192.168.2.1:8888/rtp/239.10.0.50:1025$超清
浙江卫视,http://192.168.2.1:8888/rtp/239.20.0.94:3024$超清
浙江卫视,http://192.168.2.1:8888/rtp/239.10.0.116:1025$标清
浙江卫视,http://192.168.2.1:8888/rtp/239.20.0.106:2010$标清
海南卫视,http://192.168.2.1:8888/rtp/239.10.0.165:1025$标清
海南卫视,http://192.168.2.1:8888/rtp/239.20.0.155:2108$标清
深圳卫视,http://192.168.2.1:8888/rtp/239.10.0.132:1025$高清
深圳卫视,http://192.168.2.1:8888/rtp/239.20.0.122:2042$高清
深圳卫视,http://192.168.2.1:8888/rtp/239.10.0.52:1025$超清
深圳卫视,http://192.168.2.1:8888/rtp/239.20.0.92:3032$超清
深圳卫视,http://192.168.2.1:8888/rtp/239.10.0.144:1025$标清
深圳卫视,http://192.168.2.1:8888/rtp/239.20.0.134:2066$标清
湖北卫视,http://192.168.2.1:8888/rtp/239.10.0.134:1025$高清
湖北卫视,http://192.168.2.1:8888/rtp/239.20.0.124:2046$高清
湖北卫视,http://192.168.2.1:8888/rtp/239.10.0.54:1025$超清
湖北卫视,http://192.168.2.1:8888/rtp/239.20.0.90:3040$超清
湖南卫视,http://192.168.2.1:8888/rtp/239.10.0.49:1025$高清
湖南卫视,http://192.168.2.1:8888/rtp/239.10.0.115:1025$高清
湖南卫视,http://192.168.2.1:8888/rtp/239.20.0.105:2008$高清
湖南卫视,http://192.168.2.1:8888/rtp/239.20.0.95:3020$超清
湖南卫视,http://192.168.2.1:8888/rtp/239.10.0.145:1025$标清
湖南卫视,http://192.168.2.1:8888/rtp/239.20.0.135:2068$标清
甘肃卫视,http://192.168.2.1:8888/rtp/239.10.0.169:1025$标清
甘肃卫视,http://192.168.2.1:8888/rtp/239.20.0.159:2116$标清
西藏卫视,http://192.168.2.1:8888/rtp/239.10.0.167:1025$标清
西藏卫视,http://192.168.2.1:8888/rtp/239.20.0.157:2112$标清
贵州卫视,http://192.168.2.1:8888/rtp/239.10.0.222:1025$高清
贵州卫视,http://192.168.2.1:8888/rtp/239.20.0.212:2222$高清
辽宁卫视,http://192.168.2.1:8888/rtp/239.10.0.185:1025$高清
辽宁卫视,http://192.168.2.1:8888/rtp/239.20.0.175:2148$高清
辽宁卫视,http://192.168.2.1:8888/rtp/239.10.0.58:1025$超清
辽宁卫视,http://192.168.2.1:8888/rtp/239.20.0.86:3056$超清
重庆卫视,http://192.168.2.1:8888/rtp/239.10.0.205:1025$高清
重庆卫视,http://192.168.2.1:8888/rtp/239.20.0.195:2188$高清
陕西卫视,http://192.168.2.1:8888/rtp/239.10.0.161:1025$标清
陕西卫视,http://192.168.2.1:8888/rtp/239.20.0.151:2100$标清
青海卫视,http://192.168.2.1:8888/rtp/239.10.0.164:1025$标清
青海卫视,http://192.168.2.1:8888/rtp/239.20.0.154:2106$标清
黑龙江卫视,http://192.168.2.1:8888/rtp/239.10.0.133:1025$高清
黑龙江卫视,http://192.168.2.1:8888/rtp/239.20.0.123:2044$高清
黑龙江卫视,http://192.168.2.1:8888/rtp/239.10.0.53:1025$超清
黑龙江卫视,http://192.168.2.1:8888/rtp/239.20.0.91:3036$超清
IPTV,#genre#
IPTV-3+,http://192.168.2.1:8888/rtp/239.10.0.16:1025$标清
IPTV-3+,http://192.168.2.1:8888/rtp/239.20.0.236:2270$标清
IPTV-5+,http://192.168.2.1:8888/rtp/239.10.0.218:1025$高清
IPTV-5+,http://192.168.2.1:8888/rtp/239.20.0.208:2214$高清
IPTV-5+,http://192.168.2.1:8888/rtp/239.10.0.17:1025$标清
IPTV-5+,http://192.168.2.1:8888/rtp/239.20.0.237:2272$标清
IPTV-6+,http://192.168.2.1:8888/rtp/239.10.0.12:1025$标清
IPTV-6+,http://192.168.2.1:8888/rtp/239.20.0.232:2262$标清
IPTV-8+,http://192.168.2.1:8888/rtp/239.10.0.14:1025$标清
IPTV-8+,http://192.168.2.1:8888/rtp/239.20.0.234:2266$标清
IPTV-少儿动画,http://192.168.2.1:8888/rtp/239.10.0.18:1025$标清
IPTV-少儿动画,http://192.168.2.1:8888/rtp/239.20.0.238:2274$标清
IPTV-收视指南,http://192.168.2.1:8888/rtp/239.10.0.20:1025$标清
IPTV-收视指南,http://192.168.2.1:8888/rtp/239.20.0.240:2278$标清
IPTV-法治,http://192.168.2.1:8888/rtp/239.10.0.11:1025$标清
IPTV-法治,http://192.168.2.1:8888/rtp/239.20.0.231:2260$标清
IPTV-热播剧场,http://192.168.2.1:8888/rtp/239.10.0.15:1025$标清
IPTV-热播剧场,http://192.168.2.1:8888/rtp/239.20.0.235:2268$标清
IPTV-相声小品,http://192.168.2.1:8888/rtp/239.10.0.9:1025$标清
IPTV-相声小品,http://192.168.2.1:8888/rtp/239.20.0.229:2256$标清
IPTV-经典电影,http://192.168.2.1:8888/rtp/239.10.0.13:1025$标清
IPTV-经典电影,http://192.168.2.1:8888/rtp/239.20.0.233:2264$标清
IPTV-谍战剧场,http://192.168.2.1:8888/rtp/239.10.0.8:1025$标清
IPTV-谍战剧场,http://192.168.2.1:8888/rtp/239.20.0.228:2254$标清
IPTV-野外,http://192.168.2.1:8888/rtp/239.10.0.10:1025$标清
IPTV-野外,http://192.168.2.1:8888/rtp/239.20.0.230:2258$标清
IPTV-魅力时尚,http://192.168.2.1:8888/rtp/239.10.0.19:1025$标清
IPTV-魅力时尚,http://192.168.2.1:8888/rtp/239.20.0.239:2276$标清
其他频道,#genre#
早期教育,http://192.168.2.1:8888/rtp/239.11.0.100:1025$
测试,http://192.168.2.1:8888/rtp/239.10.0.84:1025$
求索生活,http://192.168.2.1:8888/rtp/239.10.0.86:1025$
求索生活,http://192.168.2.1:8888/rtp/239.20.0.46:3220$
测试,http://192.168.2.1:8888/rtp/239.20.0.50:3200$
天翼,http://192.168.2.1:8888/rtp/239.10.0.42:1025$
4k精选,http://192.168.2.1:8888/rtp/239.11.0.23:1025$4k
4k精选,http://192.168.2.1:8888/rtp/239.21.0.34:3476$4k
上海哈哈炫动,http://192.168.2.1:8888/rtp/239.10.0.174:1025$标清
上海哈哈炫动,http://192.168.2.1:8888/rtp/239.20.0.164:2126$标清
上海纪实人文,http://192.168.2.1:8888/rtp/239.10.0.78:1025$
上海纪实人文,http://192.168.2.1:8888/rtp/239.20.0.57:3172$
中国交通,http://192.168.2.1:8888/rtp/239.10.0.72:1025$
中国交通,http://192.168.2.1:8888/rtp/239.20.0.68:3128$
北京少儿,http://192.168.2.1:8888/rtp/239.10.0.172:1025$标清
北京少儿,http://192.168.2.1:8888/rtp/239.20.0.162:2122$标清
北京纪实,http://192.168.2.1:8888/rtp/239.10.0.57:1025$超清
